City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket,total_emission
Patna,21-10-2019,144.86,,5.12,14.51,6.67,,1.19,69.45,64.78,10.71,31.7,24.54,237,Poor,373.53
Patna,22-10-2019,138.71,,4.61,26.61,13.23,,1.23,53.8,86.75,11.58,31.21,21.88,329,Very Poor,389.61
Patna,23-10-2019,144.21,,7.94,27.71,11.99,,1.59,51.61,68.19,16.28,50.96,46.74,308,Very Poor,427.22
Patna,24-10-2019,134.29,,9.14,18.27,10,,1.69,52.31,64.03,15.62,52.85,41.88,330,Very Poor,400.08
Patna,25-10-2019,56.25,,9.26,14.24,9.3,,0.96,51.41,60.76,11.29,45.26,41.68,163,Moderate,300.41
Patna,26-10-2019,53.88,,7.07,12.5,7.47,,0.69,51.98,59.31,10.29,36.59,30.37,113,Moderate,270.15
Patna,27-10-2019,136.29,,7.21,11.68,7.35,,0.87,72.29,60.14,11.56,29.44,21.36,160,Moderate,358.19
Patna,28-10-2019,268.5,,11.24,27.94,14.11,,1.59,62.87,67.57,16.1,46.61,40.25,408,Severe,556.78
Patna,29-10-2019,202.96,,18.22,26.12,17.68,,2.17,69.38,63.16,17.09,53.86,50.18,364,Very Poor,520.82
Patna,30-10-2019,191.01,,21.07,24.33,19.08,,2.29,60.47,61.18,18.94,69.14,73.39,364,Very Poor,540.9
Patna,31-10-2019,175.6,,15.18,22.88,15.13,,1.69,67.27,71.28,15.54,50.15,45.97,346,Very Poor,480.69
Patna,01-11-2019,241.85,,16.92,23.4,16.21,,2.95,68.51,63.67,14.52,43.35,39.44,356,Very Poor,530.82
Patna,02-11-2019,277.48,,20.09,19.97,17.36,,2.76,61.83,52.53,13.94,39.51,39.05,425,Severe,544.52
Patna,03-11-2019,271.56,,12.6,20.2,12.88,,2.2,66.6,72.26,11.08,28.82,19.9,419,Severe,518.1
Patna,04-11-2019,232.45,,11.56,20.68,12.37,,1.79,64.74,86.33,9.04,22.54,13.93,395,Very Poor,475.43
Patna,05-11-2019,248.06,,14.75,21.94,14.63,,2.11,64.97,68.85,9.93,29.16,24.93,416,Severe,499.33
Patna,06-11-2019,181.24,,14.68,23.49,14.99,,1.76,66.24,91.81,8.52,26.35,24.03,349,Very Poor,453.11
Patna,07-11-2019,181.71,,22.69,23.75,19.75,,2.43,64.57,78.19,10.99,37.79,43.15,346,Very Poor,485.02
Patna,08-11-2019,202,,28.08,20.49,22.23,,2.61,66.01,51.07,13.14,48.66,58.56,367,Very Poor,512.85
Patna,09-11-2019,126.4,,45.64,67.53,44.34,,1.62,57.23,43.33,10.17,38.1,41.3,328,Very Poor,475.66
Patna,10-11-2019,101.6,,49.57,99.05,55.73,,1.35,55.44,53.98,8.19,31.14,32.14,265,Poor,488.19
Patna,11-11-2019,129.03,,25.06,95.33,39.18,,0.86,62.79,86.13,7.09,21.75,17.4,282,Poor,484.62
Patna,12-11-2019,158.7,,67.77,121.62,72.61,,1.99,62.22,90.88,9.3,31.95,35.88,309,Very Poor,652.92
Patna,13-11-2019,233.2,,79.64,113.8,75.81,,1.95,72.33,77.64,12.3,41.17,46.92,358,Very Poor,754.76
Patna,14-11-2019,218.57,,77.88,107.39,74.46,,2.12,65.75,73.26,11.99,43.06,48.29,396,Very Poor,722.77
Patna,15-11-2019,157.47,,58.07,91.54,58.93,,1.79,57.33,77.31,9.58,32.12,30.48,349,Very Poor,574.62
Patna,16-11-2019,135.94,,47.3,83.98,49.82,,1.45,62.93,77.82,8,24.78,20.98,316,Very Poor,513
Patna,17-11-2019,153.46,,37.59,86.38,45.18,,1.47,50.06,111.09,5.11,14.66,10.36,319,Very Poor,515.36
Patna,18-11-2019,143.66,,38.84,79.08,43.74,,1.6,41.97,76.54,5.59,16.85,13.79,325,Very Poor,461.66
Patna,19-11-2019,140.54,,72.99,91.57,67.99,,2.02,37.05,77.39,6.24,21.14,21.42,311,Very Poor,538.35
Patna,20-11-2019,164.05,,82.15,78.77,75.24,,1.69,37.69,63.54,6.05,21.41,19.08,334,Very Poor,549.67
Patna,21-11-2019,179.12,,38.35,75.13,59.19,,2.55,15.09,56.33,2.32,8.08,8.63,332,Very Poor,444.79
Patna,22-11-2019,235.96,,81.71,44.73,89.3,,2.42,14.52,34.16,2.5,7.38,7.71,374,Very Poor,520.39
Patna,23-11-2019,257.38,,52.63,46.43,65.89,,1.71,16.08,59.98,2.25,5.79,5.16,403,Severe,513.3
Patna,24-11-2019,232.59,,28.59,64.29,56.45,,1.6,17.66,41.43,1.83,4.23,3.23,394,Very Poor,451.9
Patna,25-11-2019,264.9,,50.25,51.54,67.31,,2.4,14.41,13.49,2.62,7.7,7.43,400,Very Poor,482.05
Patna,26-11-2019,301.39,,35.16,42.23,50.29,,1.68,12.56,21.67,2.68,7.38,7.02,422,Severe,482.06
Patna,27-11-2019,287.55,,45.18,37.27,56.54,,1.63,16.41,18.66,2.69,7.67,7.95,435,Severe,481.55
Patna,28-11-2019,209.27,,94.66,56.21,106.91,,2.21,19.22,16.12,2.67,8.32,9.26,403,Severe,524.85
Patna,29-11-2019,241.26,,96.24,71.73,112.23,,1.89,14.84,31.69,5.77,19.04,17.3,378,Very Poor,611.99
Patna,30-11-2019,145.94,,26.18,67.59,57.23,,1.32,13.81,17.68,2.12,6.95,5.61,358,Very Poor,344.43
Patna,01-12-2019,140.88,,28.19,64.53,57.24,,1.27,11.14,17.9,1.87,5.53,3.88,315,Very Poor,332.43
Patna,02-12-2019,208.02,,68.77,79.12,98.01,,2.04,13.62,27.51,2.5,7.3,6.47,334,Very Poor,513.36
Patna,03-12-2019,216.25,,55.38,79.39,87.26,,2.15,13.35,34.16,2.54,7.18,6.9,375,Very Poor,504.56
Patna,04-12-2019,234.11,,95.41,78.46,119.3,,2.9,13.77,22.43,3.08,9.22,9.91,381,Very Poor,588.59
Patna,05-12-2019,271.84,,67.51,52.12,82.61,,3.13,17.1,22.44,3.48,10.62,11.82,404,Severe,542.67
Patna,06-12-2019,241.46,,34.33,17.67,37.31,,3.31,13.75,15.8,3.34,10.52,12.26,420,Severe,389.75
Patna,07-12-2019,153.67,,40.56,26.29,46.84,,1.79,11.9,13.23,2.63,7.93,8.81,345,Very Poor,313.65
Patna,08-12-2019,150.79,,40.99,45.43,57.49,,0.81,13.34,20.05,2.19,6.7,6.75,324,Very Poor,344.54
Patna,09-12-2019,211.92,,39.64,23.76,44.86,,2.55,12.3,20.21,2.87,8.62,9.04,348,Very Poor,375.77
Patna,10-12-2019,222.8,,30.79,25.21,38.43,,2.3,12.6,19.69,2.68,8.41,8.79,376,Very Poor,371.7
Patna,11-12-2019,262.2,,49.5,38.01,60.46,,2.91,12.47,18.71,2.92,9.08,9.78,397,Very Poor,466.04
Patna,12-12-2019,243.08,,22.68,24.43,31.44,,2.08,10.48,23.65,2.54,7.4,7.42,406,Severe,375.2
Patna,13-12-2019,153.66,,8.84,13.97,14.62,,1.06,13.99,20.57,1.74,4.69,4.1,361,Very Poor,237.24
Patna,14-12-2019,115.75,,10.06,10.64,13.84,,1.46,7.91,25.28,1.82,6.15,6.22,312,Very Poor,199.13
Patna,15-12-2019,172.06,,15.85,10.88,18.67,,1.74,6.41,14.8,2.08,6.44,5.64,322,Very Poor,254.57
Patna,16-12-2019,165.12,,10.9,9.47,13.89,,1.66,8.45,14.24,1.81,4.87,4.51,331,Very Poor,234.92
Patna,17-12-2019,147.88,,8.46,8.95,11.64,,1.2,9.23,42.24,1.77,4.89,4.3,340,Very Poor,240.56
Patna,18-12-2019,123.38,,8.53,9.09,11.77,,0.93,12.14,16.82,2.56,7.68,7.11,305,Very Poor,200.01
Patna,19-12-2019,196.64,,14.65,26.12,25.76,,1.42,11.67,10.94,3.14,7.4,5.33,310,Very Poor,303.07
Patna,24-12-2019,242.58,158.08,8.62,42.92,47.85,49.8,2.75,10.66,33.28,3.79,8.3,8.14,449,Severe,616.77
Patna,25-12-2019,151.31,198.02,21.11,31.33,43.25,49.83,1.47,8.33,14.76,2.84,1.49,4.32,336,Very Poor,528.06
Patna,26-12-2019,123.41,165.55,19.81,22.25,39.17,45.5,1.2,8.66,17.65,2.68,1.24,3.45,288,Poor,450.57
Patna,27-12-2019,124.26,161.09,18.73,34.37,49.02,39.66,1.13,7.04,16.89,2.19,1.02,2.52,256,Poor,457.92
Patna,28-12-2019,164.46,209.11,19.61,32.19,49.18,32.82,1.38,7.62,11.68,3.89,0.98,3.33,298,Poor,536.25
Patna,29-12-2019,161.92,208.07,20.62,29.77,48.57,25.25,1.42,8.13,13.67,3.2,0.87,2.85,331,Very Poor,524.34
Patna,30-12-2019,188.15,232.98,31.1,34.5,64.26,27.59,1.81,8.64,13.74,3.23,1.38,3.35,333,Very Poor,610.73
Patna,31-12-2019,195.81,246,46.5,36.69,82.49,28.8,2.41,7.45,15.66,4.76,1.74,4.59,364,Very Poor,672.9
Patna,01-01-2020,214.23,271.06,45.23,36.74,81.09,27.28,2.71,7.99,16.47,4.49,2.17,5.32,364,Very Poor,714.78
Patna,02-01-2020,207.2,269.1,46.55,35.29,78.83,31.46,3.03,9.22,16.96,7.08,3.16,7.18,372,Very Poor,715.06
Patna,03-01-2020,150.5,193.93,40.49,31.59,70.31,33.33,2.17,8.14,16.89,5.51,2.37,5.47,356,Very Poor,560.7
Patna,04-01-2020,79.29,102.93,48.39,25.79,73.4,29.47,1.62,8.45,9.87,2.69,1.24,4.59,205,Poor,387.73
Patna,05-01-2020,76.02,106.78,29.64,23.89,52.81,26.89,1.37,8.12,15.59,2.48,0.82,3.64,183,Moderate,348.05
Patna,06-01-2020,116.68,158.66,27.94,31.45,58.67,32.81,1.84,7.49,21.47,3.29,1.15,3.88,184,Moderate,465.33
Patna,07-01-2020,169.64,234.58,49.98,35.42,84.61,34.62,2.41,7.14,17.36,3.8,1.34,4.84,306,Very Poor,645.74
Patna,08-01-2020,172.07,236.51,54.75,32.84,86.53,30.9,2.45,8.47,18.56,4.17,1.47,5.06,349,Very Poor,653.78
Patna,09-01-2020,106.68,120.41,36.27,27.17,62.86,28.47,1.31,7.87,19.29,3.14,0.93,3.75,280,Poor,418.15
Patna,10-01-2020,85.02,104.32,38.4,26.64,64.39,30.55,1.79,7.98,12.28,1.53,0.86,3.48,220,Poor,377.24
Patna,11-01-2020,86.04,108.41,39.04,35.09,73.54,28.22,2.43,7.72,15.8,1.59,0.89,3.61,186,Moderate,402.38
Patna,12-01-2020,107.55,123.53,43.62,29.37,71.96,32.08,2.64,7.34,17.59,2.06,0.94,3.55,202,Poor,442.23
Patna,13-01-2020,149.01,130.51,64.44,33.01,91.2,19.65,3.65,11.17,11.03,3.05,1.11,4.42,223,Poor,522.25
Patna,14-01-2020,154.59,174.78,69.89,25.34,94.37,14.62,4.16,12.28,9.91,3.42,1.25,4.85,343,Very Poor,569.46
Patna,15-01-2020,177.59,210.76,67.57,36.23,98.56,18.88,4.05,12.23,12.94,1.28,1.32,3.76,311,Very Poor,645.17
Patna,16-01-2020,140.36,200.43,64.27,36.59,99.28,27.83,3.27,10.93,11.89,0.77,1.42,4.47,346,Very Poor,601.51
Patna,17-01-2020,135.89,210.83,31.14,39.22,69.02,26.91,2.07,11.24,18.16,0.83,1.99,1.69,261,Poor,548.99
Patna,18-01-2020,86.75,118.72,54.16,24.39,75.21,30.57,0.95,10.92,10.38,3.86,4.42,3.98,231,Poor,424.31
Patna,19-01-2020,85.47,109.46,57.96,23.75,81.16,21.25,0.76,11.8,25.7,2.11,11.35,4.12,206,Poor,434.89
Patna,20-01-2020,77.24,101.1,68.66,29.47,97.6,19.91,0.87,10.29,21.07,1.21,8.97,3.21,172,Moderate,439.6
Patna,21-01-2020,123.6,163.55,107.88,42.38,141.74,22.38,1.49,10.71,10.29,0.73,8.62,2.42,233,Poor,635.79
Patna,22-01-2020,124.14,173.56,74.61,48.03,115.78,21.43,1.56,9.72,13.53,1.41,7.86,3.09,286,Poor,594.72
Patna,23-01-2020,108.88,162.94,55.55,47.62,99.05,20.99,1.26,9.09,19.67,0.95,6.5,2.32,263,Poor,534.82
Patna,24-01-2020,66.21,123.68,50.88,42.59,90.8,21.29,0.84,11.35,16.42,0.46,5.48,1.53,171,Moderate,431.53
Patna,25-01-2020,112.8,171.75,79.2,43.86,119.9,28.37,1.2,10.42,15.22,1.17,6.9,2.14,224,Poor,592.93
Patna,26-01-2020,140.13,208.29,92.9,39.57,130.35,30.78,1.43,10.33,15.56,1.49,7.2,1.99,265,Poor,680.02
Patna,27-01-2020,149.59,219.96,92.59,40.53,131.91,32.43,1.69,10.37,16.59,1.37,8.17,2.35,304,Very Poor,707.55
Patna,28-01-2020,152.45,237.4,81.87,45.89,124.91,36.34,1.46,10.59,16.34,1.53,8.6,2.76,309,Very Poor,720.14
Patna,29-01-2020,132.55,208.53,62.27,37.57,96.2,35.33,1.18,10.48,19.53,1.22,10.04,2.18,279,Poor,617.08
Patna,30-01-2020,152.02,221.91,34.98,33.1,70.53,39.18,1.47,11.1,8.52,1.39,9.71,2.55,296,Poor,586.46
Patna,31-01-2020,62.05,108.79,51.93,40.28,90.82,31.98,0.82,10.31,14.83,0.72,7.22,1.82,218,Poor,421.57
Patna,01-02-2020,84.7,156.88,41.1,45.34,84.26,33.67,1.03,10.53,16.57,1.28,7.65,2.17,204,Poor,485.18
Patna,02-02-2020,67.25,141.65,37.12,37.85,73.98,32.47,0.73,9.85,21.59,1.4,6.35,1.37,172,Moderate,431.61
Patna,03-02-2020,81.92,149.41,55.37,43.43,96.95,25.51,1.05,9.91,19.04,1.63,6.95,1.52,181,Moderate,492.69
Patna,04-02-2020,121.49,222.97,114.81,48.55,161.95,17.92,1.74,10.2,12.52,3.69,7.31,2.2,244,Poor,725.35
Patna,05-02-2020,104.57,177.15,69.35,49.02,117.13,36.09,1.3,10.78,16.94,2.26,7.8,2.21,245,Poor,594.6
Patna,06-02-2020,90.22,181.63,105.41,57.85,163.1,28.41,1.3,10.54,12.6,2.2,6.6,2.05,226,Poor,661.91
Patna,07-02-2020,94.78,205.57,132.03,65.46,197.71,21.12,1.52,8.7,11.2,4.06,7.7,2.98,235,Poor,752.83
Patna,08-02-2020,94.66,182.56,109.82,60.31,165.36,25.3,1.37,9.63,12.42,3.03,9.31,3.12,230,Poor,676.89
Patna,09-02-2020,97.57,182.11,70.73,60.09,126.92,23.44,1.47,8.57,13.82,2.21,7.46,2.14,218,Poor,596.53
Patna,10-02-2020,97.02,177.26,63.82,53.96,115.49,30.99,1.36,9.59,14.1,2.37,9.49,3.86,226,Poor,579.31
Patna,11-02-2020,124.61,188.68,57.4,57.63,102.79,26.71,1.25,8.98,16.81,2.58,8.46,4.07,242,Poor,599.97
Patna,12-02-2020,90.54,189.23,25.07,56.97,64.03,29.13,1,7.51,11.65,2.22,9.02,2.37,231,Poor,488.74
Patna,13-02-2020,102.24,203.79,51.42,54.59,103.98,40.76,1.26,7.07,19.95,3,12.38,2.93,211,Poor,603.37
Patna,14-02-2020,101.55,209.41,67.53,48.16,113.68,45.26,1.36,6.74,14.65,3.37,13.6,3.35,251,Poor,628.66
Patna,15-02-2020,65.2,162.21,49.57,51.63,96.69,41.95,0.83,6.54,17.62,2.69,8.9,2.69,176,Moderate,506.52
Patna,16-02-2020,71.86,174.65,88.38,63.63,152.09,40.13,1.02,7.02,13.81,3.45,10.59,3.35,168,Moderate,629.98
Patna,17-02-2020,83.35,188.33,78.3,70.85,148.93,32,1.17,6.89,25.52,5.49,14.05,3.83,197,Moderate,658.71
Patna,18-02-2020,78.63,182.42,46.99,63.36,108.66,33.3,1.1,6.31,21.54,3.19,7.22,1.83,184,Moderate,554.55
Patna,19-02-2020,88.14,192.94,65.47,71.1,126.38,33.71,1.32,6.52,19.6,3.44,6.95,2.52,197,Moderate,618.09
Patna,20-02-2020,112.06,216.1,69.4,62.39,127.25,36.62,1.2,7.06,21.87,3.86,7.46,3.94,251,Poor,669.21
Patna,21-02-2020,118.06,207.93,30.38,35.76,61.08,36.32,0.96,7.34,22.95,4.11,9.37,2,253,Poor,536.26
Patna,22-02-2020,64.65,113.93,34.41,40.41,72.16,35.29,1.01,8.72,15.53,3.18,3.17,1.93,201,Poor,394.39
Patna,23-02-2020,75.3,140.58,56.26,49.2,95.65,34.77,1.12,11.01,15.58,0.45,0.44,0.12,158,Moderate,480.48
Patna,24-02-2020,49.01,105.17,43.81,40.63,81.91,28.4,0.9,8.19,22.04,1.21,2.89,0.92,167,Moderate,385.08
Patna,25-02-2020,42.9,83.39,39.94,33.22,68.27,28.29,0.79,8.69,14.24,2.35,7.5,2.48,111,Moderate,332.06
Patna,26-02-2020,41.28,64.98,62.21,34.22,93.46,22.91,0.79,7.1,11.95,2.12,8.77,2.1,116,Moderate,351.89
Patna,27-02-2020,56.63,100.19,66.38,42.21,96.74,27.28,0.98,6.85,9.93,2.62,9.32,2.89,149,Moderate,422.02
Patna,28-02-2020,78.95,193.14,83.94,46.36,79.46,31.09,1.36,8.11,18,4.02,11.6,4.42,182,Moderate,560.45
Patna,29-02-2020,81.48,215.29,126.93,47.86,98.58,35.94,1.54,8.66,21.95,4.3,9.36,4.44,209,Poor,656.33
Patna,01-03-2020,74.69,203.98,105.03,53.17,96.77,36.2,1.35,9.43,19.29,4.68,11.2,4.46,194,Moderate,620.25
Patna,02-03-2020,69.37,193.24,67.76,60.4,94.16,35.25,1.25,9.4,23.56,3.49,8.53,2.32,168,Moderate,568.73
Patna,03-03-2020,76.22,221.57,87.68,59.54,111.01,33.5,1.28,9.27,21.67,4.54,9.24,2.41,194,Moderate,637.93
Patna,04-03-2020,95.29,216.9,65.98,50.6,96.2,25.75,1.19,8.18,23.25,2.63,6.29,0.78,214,Poor,593.04
Patna,05-03-2020,98.86,171.34,41.1,46.42,80.49,24.17,0.9,7.35,33.13,1.91,6.49,0.73,202,Poor,512.89
Patna,06-03-2020,52.48,125.73,23.99,40.42,53.75,25.8,0.69,9.77,37.84,1.6,3.68,0.89,148,Moderate,376.64
Patna,07-03-2020,46.69,162.01,42.04,48.29,70.27,22.17,0.81,9.21,21.8,1.32,2.21,0.44,136,Moderate,427.26
Patna,08-03-2020,59.79,194.62,50.82,57.21,80.27,22.75,0.89,10.96,19.34,1.6,4.45,0.4,190,Moderate,503.1
Patna,09-03-2020,58.48,165.04,32.94,60.63,67.04,21.77,0.91,10.86,24.24,1.57,4.32,0.27,182,Moderate,448.07
Patna,10-03-2020,124.48,221.48,29.94,56.39,64.66,23.24,1.32,10.61,25.55,3.04,5.04,0.28,232,Poor,566.03
Patna,11-03-2020,75.99,150.83,33.52,56.35,67.25,22.24,1.01,10.76,22.76,2.37,4.55,0.33,179,Moderate,447.96
Patna,12-03-2020,70.53,134.29,55.63,57.59,86.43,22.81,1.26,11.98,19.29,3.29,7.75,0.94,163,Moderate,471.79
Patna,13-03-2020,67.26,111.48,61.82,48.93,84.2,21.68,1.04,10.36,12.3,3.54,7.12,1.54,163,Moderate,431.27
Patna,14-03-2020,36.68,46.92,49.37,37.39,66.39,19.31,1.04,9.85,10.97,1.98,6.75,1.19,120,Moderate,287.84
Patna,15-03-2020,39.7,68.63,62.01,40.56,57.98,20.16,1.18,10.52,12.79,2.22,5.19,0.6,83,Satisfactory,321.54
Patna,16-03-2020,55.2,131.96,50.95,40.05,54.3,18.78,1.4,10.19,16.36,2.38,5.2,0.43,125,Moderate,387.2
Patna,17-03-2020,62.94,156.51,57.11,46.86,57.58,18.63,1.47,9.92,23.28,2.5,6.86,0.7,145,Moderate,444.36
Patna,18-03-2020,66.68,155.37,62.75,68.05,64.18,20.07,1.57,9.6,27.84,2.72,5.5,0.41,156,Moderate,484.74
Patna,19-03-2020,68.82,154.19,60.09,71.81,58.24,17.1,1.4,10.81,24.79,3.26,6.36,1.06,163,Moderate,477.93
Patna,20-03-2020,53.45,135.93,68.65,61.85,70.61,18.72,1.6,12.79,18.84,3.34,6.31,2.58,135,Moderate,454.67
Patna,21-03-2020,107.69,228.3,79.46,60.87,79.79,20.08,1.88,12.85,19.37,5.26,6.62,3.38,210,Poor,625.55
Patna,22-03-2020,79.23,121.08,61.67,47.26,66.81,18.29,1.54,12.21,22.38,2.59,6.97,0.79,205,Poor,440.82
Patna,23-03-2020,49.97,80.43,57.01,44.45,64.96,16.13,1.45,12.91,29.21,1.15,4.62,0.36,151,Moderate,362.65
Patna,24-03-2020,65.94,102.57,69.45,48.75,80.41,14.5,1.63,13.09,19.97,1.16,5.41,0.35,177,Moderate,423.23
Patna,25-03-2020,73.42,121.38,52.49,47.99,66.72,14.13,1.74,13.57,21.77,1.2,5.5,0.28,166,Moderate,420.19
Patna,26-03-2020,58.01,118.17,51.67,46.63,65.41,14.24,1.71,13.26,20.18,0.9,5.14,0.28,152,Moderate,395.6
Patna,27-03-2020,58.25,129.36,51.61,45.25,64.28,13.88,1.68,12.52,20.63,0.89,4.96,0.31,146,Moderate,403.62
Patna,28-03-2020,31.87,87.38,47.07,43.29,59.88,12.38,1.49,11.73,15.88,0.48,3.88,0.3,122,Moderate,315.63
Patna,29-03-2020,29.1,81.98,9.94,50.82,25.29,13.37,0.62,11.6,11.82,0.49,3.94,0.29,92,Satisfactory,239.26
Patna,30-03-2020,35.36,92.03,7.69,55.75,24.29,12.52,0.53,11.76,15.52,0.77,3.92,0.63,92,Satisfactory,260.77
Patna,31-03-2020,51.5,103.5,54.07,46.23,64.97,12.6,1.61,12.44,18.99,2.31,4.64,2.98,106,Moderate,375.84
Patna,01-04-2020,67.83,110.46,55.33,47.14,68.39,12.94,1.86,12.02,22.36,3.26,5.29,3.17,156,Moderate,410.05
Patna,02-04-2020,55.83,107.36,50.2,43.73,62.84,13.87,1.79,12.62,23.58,2.12,5.42,2.99,140,Moderate,382.35
Patna,03-04-2020,43.86,91.67,36.73,47.11,51.85,12.02,1.55,11.53,23.24,0.67,4.42,1.51,120,Moderate,326.16
Patna,04-04-2020,54.28,99.59,48.09,48.52,53.03,12.07,1.47,11.9,22.33,0.72,3.72,1.03,125,Moderate,356.75
Patna,05-04-2020,55.12,102.79,55.6,49.1,57.79,11.8,1.43,11.35,21.51,1.21,3.41,1.42,127,Moderate,372.53
Patna,06-04-2020,51.74,163.76,46.35,48.99,51,11.97,1.42,11.73,21.01,0.17,3.54,0.29,140,Moderate,411.97
Patna,07-04-2020,44.93,112.36,43.36,48.88,59.45,11.56,1.64,11.83,20.63,0.15,4.09,0.38,142,Moderate,359.26
Patna,08-04-2020,53.11,141.19,47.49,52.98,72.57,11.86,1.76,11.5,18.78,0.2,3.95,0.35,132,Moderate,415.74
Patna,09-04-2020,52.64,129.22,39.83,52.66,70.26,12.28,1.76,13.4,24.83,0.31,4.2,0.38,144,Moderate,401.77
Patna,10-04-2020,52.72,119.57,43.93,37.04,46.09,12.87,1.44,11,31.62,0.64,4.19,0.37,144,Moderate,361.48
Patna,11-04-2020,62.28,164.71,66.61,17.67,50.3,15.74,1.53,10.23,31.37,0.62,4.52,0.43,150,Moderate,426.01
Patna,12-04-2020,59.87,162.5,58.33,18.86,46.05,15.87,1.47,10.81,39.31,0.84,4.55,0.47,160,Moderate,418.93
Patna,13-04-2020,45,116.11,66.58,17.36,49.13,15.63,1.37,10.03,36.84,0.65,3.88,0.41,149,Moderate,362.99
Patna,14-04-2020,51.39,134.87,53.48,18.38,42.84,14.49,1.4,9.95,46.98,0.49,3.92,0.36,143,Moderate,378.55
Patna,15-04-2020,29.74,108.43,74.44,17.61,54.86,13.59,1.27,9.7,31.55,0.04,3.56,0.28,158,Moderate,345.07
Patna,16-04-2020,31.17,92.89,65.96,20.4,51.46,13.06,1.32,9.71,31.94,0.36,3.48,0.29,130,Moderate,322.04
Patna,17-04-2020,38.82,101.67,69.71,15.28,50.49,13.41,1.35,9.8,37.05,0.77,3.64,0.56,134,Moderate,342.55
Patna,18-04-2020,40.92,117.17,64.46,14.91,47.22,13.8,1.37,9.9,31.06,0.48,3.48,0.27,140,Moderate,345.04
Patna,19-04-2020,47.95,121.58,51.52,14.6,39.22,14,1.4,9.46,39.95,0.12,3.85,0.2,143,Moderate,343.85
Patna,20-04-2020,26.65,88.62,68.61,15.49,50.14,13.32,1.28,9.79,34.75,0.62,3.6,0.26,131,Moderate,313.13
Patna,21-04-2020,19.17,63.9,65.76,15.59,48.5,12.63,1.29,9.61,23.31,0.44,3.37,0.23,119,Moderate,263.8
Patna,22-04-2020,17.63,62.18,63.42,16.04,47.55,11.17,0.93,10.19,24.64,0.52,3.59,0.29,110,Moderate,258.15
Patna,23-04-2020,35.07,95.66,54.14,16.92,42.53,11.91,0.45,10.09,33.3,1.09,4,0.36,122,Moderate,305.52
Patna,24-04-2020,23.5,63.96,75.71,17.02,55.3,11.52,0.42,10.12,26.04,0.81,4.11,0.37,118,Moderate,288.88
Patna,25-04-2020,27.09,73.82,61.52,12.84,44.52,11.72,0.38,9.94,23.44,0.74,3.65,0.25,118,Moderate,269.91
Patna,26-04-2020,13.85,46.4,79.59,11.95,54.83,11.08,0.37,10.26,18.78,0.54,3.4,0.19,104,Moderate,251.24
Patna,27-04-2020,19.03,50.03,77.24,14.17,57.37,11.3,0.43,9.83,23.31,0.66,3.22,0.16,109,Moderate,266.75
Patna,28-04-2020,12.37,39.29,66.2,11.68,58.88,11.3,0.39,8.63,31.79,0.55,3.05,0.14,98,Satisfactory,244.27
Patna,29-04-2020,15.21,41.96,79.67,13.5,69.42,10.13,0.42,9.37,33.08,0.69,1.24,0.73,111,Moderate,275.42
Patna,30-04-2020,30.93,60.26,69.32,14.46,61.62,10.08,0.52,11.96,41.62,1.67,1.82,2.62,118,Moderate,306.88
Patna,01-05-2020,22.83,55.31,114.38,20.58,92.02,9.06,0.46,11.21,42.44,1.15,1.67,0.84,129,Moderate,371.95
Patna,02-05-2020,15.93,30.03,118.53,15.85,90.23,8.21,0.48,10.84,41.29,0.68,1.58,0.09,140,Moderate,333.74
Patna,03-05-2020,26.6,50.37,115.29,14.56,76.55,8.96,0.44,11.59,50.51,0.93,1.83,0.1,147,Moderate,357.73
Patna,04-05-2020,27.38,59.94,130.91,33.4,76.8,7.49,0.34,14.98,53.72,0.69,1.32,0.09,148,Moderate,407.06
Patna,05-05-2020,19.04,46.96,95.96,13.39,53.63,8.24,0.38,7.97,49.78,0.94,1.91,0.76,149,Moderate,298.96
Patna,06-05-2020,17.95,82.85,71.43,15.13,44.36,8.18,0.44,10.27,49.34,1.65,3.61,2.79,129,Moderate,308
Patna,07-05-2020,24.24,86.66,114.83,23.41,71.38,9.58,0.52,7.95,37.71,2.05,4.51,2.79,139,Moderate,385.63
Patna,08-05-2020,22.42,129.27,67.07,13.42,53.76,7.77,0.49,10.37,41.96,1.93,3.8,2.76,171,Moderate,355.02
Patna,09-05-2020,35.51,172.7,60.69,14.78,54.67,9.41,0.56,11,51.9,2.48,4.34,2.93,191,Moderate,420.97
Patna,10-05-2020,38.4,202.95,60.17,12.11,54.28,7.16,0.56,9.06,54.37,2.57,3.4,2.49,256,Poor,447.52
Patna,11-05-2020,22.51,71.44,69.66,13.75,65.15,6.57,0.56,5.84,37.65,2,3.04,2.24,138,Moderate,300.41
Patna,12-05-2020,36.48,74.57,68.7,18.8,55.05,10.93,0.69,7.53,34.92,2.97,5.86,2.59,124,Moderate,319.09
Patna,13-05-2020,42.52,93.4,75.09,34.22,76.54,9.34,0.75,11.72,42.33,3.21,6.89,3.05,146,Moderate,399.06
Patna,14-05-2020,53.82,158.92,48.91,31.61,66.61,10.05,0.77,7.41,40.85,3.77,5.61,2.19,176,Moderate,430.52
Patna,15-05-2020,32.79,86.68,37.32,19.62,55.68,11.9,0.55,5.55,37.98,2.46,2.76,2.67,124,Moderate,295.96
